edgename	CI	
par70 (pp3) par108	41.040235	
par7 (pp3) par44	38.56112	
par7 (pp3) par70	38.56112	
par44 (pp3) par70	38.56112	
par7 (pp3) par46	129.56883	
par7 (pp3) par69	129.56883	
par46 (pp3) par69	129.56883	
par7 (pp3) par46	20.369713	
par7 (pp3) par70	20.369713	
par46 (pp3) par70	20.369713	
par7 (pp3) par47	20.883423	
par7 (pp3) par70	20.883423	
par47 (pp3) par70	20.883423	
par7 (pp3) par48	20.883423	
par7 (pp3) par70	20.883423	
par48 (pp3) par70	20.883423	
par7 (pp3) par49	20.928661	
par7 (pp3) par70	20.928661	
par49 (pp3) par70	20.928661	
par7 (pp3) par50	1289.3166	
par7 (pp3) par70	1289.3166	
par50 (pp3) par70	1289.3166	
par7 (pp3) par58	20.310243	
par7 (pp3) par91	20.310243	
par58 (pp3) par91	20.310243	
par7 (pp3) par70	65.842376	
par7 (pp3) par107	65.842376	
par70 (pp3) par107	65.842376	
par7 (pp3) par70	38.185826	
par7 (pp3) par108	38.185826	
par70 (pp3) par108	38.185826	
par8 (pp3) par44	40.978898	
par8 (pp3) par70	40.978898	
par44 (pp3) par70	40.978898	
par8 (pp3) par46	175.4445	
par8 (pp3) par69	175.4445	
par46 (pp3) par69	175.4445	
par8 (pp3) par47	21.597281	
par8 (pp3) par70	21.597281	
par47 (pp3) par70	21.597281	
par8 (pp3) par48	21.597281	
par8 (pp3) par70	21.597281	
par48 (pp3) par70	21.597281	
par8 (pp3) par49	21.644043	
par8 (pp3) par70	21.644043	
par49 (pp3) par70	21.644043	
par8 (pp3) par50	416.64444	
par8 (pp3) par70	416.64444	
par50 (pp3) par70	416.64444	
par8 (pp3) par58	20.32542	
par8 (pp3) par91	20.32542	
par58 (pp3) par91	20.32542	
par8 (pp3) par70	72.932066	
par8 (pp3) par107	72.932066	
par70 (pp3) par107	72.932066	
par8 (pp3) par70	40.559575	
par8 (pp3) par108	40.559575	
par70 (pp3) par108	40.559575	
par9 (pp3) par17	28.717019	
par9 (pp3) par113	28.717019	
par17 (pp3) par113	28.717019	
par9 (pp3) par17	27.482945	
par9 (pp3) par114	27.482945	
par17 (pp3) par114	27.482945	
par9 (pp3) par18	230.83906	
par9 (pp3) par113	230.83906	
par18 (pp3) par113	230.83906	
par9 (pp3) par18	221.01949	
par9 (pp3) par114	221.01949	
par18 (pp3) par114	221.01949	
par9 (pp3) par19	342.05176	
par9 (pp3) par113	342.05176	
par19 (pp3) par113	342.05176	
par9 (pp3) par19	198.32434	
par9 (pp3) par114	198.32434	
par19 (pp3) par114	198.32434	
par9 (pp3) par32	30.345464	
par9 (pp3) par33	30.345464	
par32 (pp3) par33	30.345464	
par9 (pp3) par32	23.023346	
par9 (pp3) par34	23.023346	
par32 (pp3) par34	23.023346	
par9 (pp3) par32	30.139751	
par9 (pp3) par35	30.139751	
par32 (pp3) par35	30.139751	
par9 (pp3) par43	20.090148	
par9 (pp3) par44	20.090148	
par43 (pp3) par44	20.090148	
par9 (pp3) par43	20.178634	
par9 (pp3) par108	20.178634	
par43 (pp3) par108	20.178634	
par9 (pp3) par45	22.039567	
par9 (pp3) par50	22.039567	
par45 (pp3) par50	22.039567	
par9 (pp3) par51	21.021423	
par9 (pp3) par58	21.021423	
par51 (pp3) par58	21.021423	
par9 (pp3) par58	21.885297	
par9 (pp3) par91	21.885297	
par58 (pp3) par91	21.885297	
par9 (pp3) par69	21.558747	
par9 (pp3) par70	21.558747	
par69 (pp3) par70	21.558747	
par9 (pp3) par94	119.15883	
par9 (pp3) par113	119.15883	
par94 (pp3) par113	119.15883	
par9 (pp3) par94	128.25124	
par9 (pp3) par114	128.25124	
par94 (pp3) par114	128.25124	
par9 (pp3) par96	235.03563	
par9 (pp3) par113	235.03563	
par96 (pp3) par113	235.03563	
par9 (pp3) par96	224.67405	
par9 (pp3) par114	224.67405	
par96 (pp3) par114	224.67405	
par10 (pp3) par17	46.058565	
par10 (pp3) par113	46.058565	
par17 (pp3) par113	46.058565	
par10 (pp3) par17	41.893963	
par10 (pp3) par114	41.893963	
par17 (pp3) par114	41.893963	
par10 (pp3) par18	42.120486	
par10 (pp3) par113	42.120486	
par18 (pp3) par113	42.120486	
par10 (pp3) par18	42.518381	
par10 (pp3) par114	42.518381	
par18 (pp3) par114	42.518381	
par10 (pp3) par19	53.4833	
par10 (pp3) par113	53.4833	
par19 (pp3) par113	53.4833	
par10 (pp3) par19	53.137867	
par10 (pp3) par114	53.137867	
par19 (pp3) par114	53.137867	
par10 (pp3) par32	29.493912	
par10 (pp3) par33	29.493912	
par32 (pp3) par33	29.493912	
par10 (pp3) par32	22.381195	
par10 (pp3) par34	22.381195	
par32 (pp3) par34	22.381195	
par10 (pp3) par32	29.271914	
par10 (pp3) par35	29.271914	
par32 (pp3) par35	29.271914	
par10 (pp3) par43	20.040326	
par10 (pp3) par44	20.040326	
par43 (pp3) par44	20.040326	
par10 (pp3) par43	20.128236	
par10 (pp3) par108	20.128236	
par43 (pp3) par108	20.128236	
par10 (pp3) par45	21.962976	
par10 (pp3) par50	21.962976	
par45 (pp3) par50	21.962976	
par10 (pp3) par51	20.45968	
par10 (pp3) par58	20.45968	
par51 (pp3) par58	20.45968	
par10 (pp3) par58	21.271226	
par10 (pp3) par91	21.271226	
par58 (pp3) par91	21.271226	
par10 (pp3) par69	21.498927	
par10 (pp3) par70	21.498927	
par69 (pp3) par70	21.498927	
par10 (pp3) par94	36.198276	
par10 (pp3) par113	36.198276	
par94 (pp3) par113	36.198276	
par10 (pp3) par94	36.725646	
par10 (pp3) par114	36.725646	
par94 (pp3) par114	36.725646	
par10 (pp3) par96	42.300899	
par10 (pp3) par113	42.300899	
par96 (pp3) par113	42.300899	
par10 (pp3) par96	42.703772	
par10 (pp3) par114	42.703772	
par96 (pp3) par114	42.703772	
par11 (pp3) par17	25.770971	
par11 (pp3) par113	25.770971	
par17 (pp3) par113	25.770971	
par11 (pp3) par17	24.841231	
par11 (pp3) par114	24.841231	
par17 (pp3) par114	24.841231	
par11 (pp3) par18	1209.772	
par11 (pp3) par113	1209.772	
par18 (pp3) par113	1209.772	
par11 (pp3) par18	429.02229	
par11 (pp3) par114	429.02229	
par18 (pp3) par114	429.02229	
par11 (pp3) par19	156.3377	
par11 (pp3) par113	156.3377	
par19 (pp3) par113	156.3377	
par11 (pp3) par19	128.14309	
par11 (pp3) par114	128.14309	
par19 (pp3) par114	128.14309	
par11 (pp3) par32	30.585331	
par11 (pp3) par33	30.585331	
par32 (pp3) par33	30.585331	
par11 (pp3) par32	23.204521	
par11 (pp3) par34	23.204521	
par32 (pp3) par34	23.204521	
par11 (pp3) par32	30.384679	
par11 (pp3) par35	30.384679	
par32 (pp3) par35	30.384679	
par11 (pp3) par43	20.10147	
par11 (pp3) par44	20.10147	
par43 (pp3) par44	20.10147	
par11 (pp3) par43	20.190121	
par11 (pp3) par108	20.190121	
par43 (pp3) par108	20.190121	
par11 (pp3) par45	22.057402	
par11 (pp3) par50	22.057402	
par45 (pp3) par50	22.057402	
par11 (pp3) par51	21.176995	
par11 (pp3) par58	21.176995	
par51 (pp3) par58	21.176995	
par11 (pp3) par58	20.010262	
par11 (pp3) par90	20.010262	
par58 (pp3) par90	20.010262	
par11 (pp3) par58	22.055605	
par11 (pp3) par91	22.055605	
par58 (pp3) par91	22.055605	
par11 (pp3) par69	21.571904	
par11 (pp3) par70	21.571904	
par69 (pp3) par70	21.571904	
par11 (pp3) par94	250.28855	
par11 (pp3) par113	250.28855	
par94 (pp3) par113	250.28855	
par11 (pp3) par94	327.3725	
par11 (pp3) par114	327.3725	
par94 (pp3) par114	327.3725	
par11 (pp3) par96	1010.3944	
par11 (pp3) par113	1010.3944	
par96 (pp3) par113	1010.3944	
par11 (pp3) par96	417.66416	
par11 (pp3) par114	417.66416	
par96 (pp3) par114	417.66416	
par12 (pp3) par17	44.920677	
par12 (pp3) par113	44.920677	
par17 (pp3) par113	44.920677	
par12 (pp3) par17	41.00465	
par12 (pp3) par114	41.00465	
par17 (pp3) par114	41.00465	
par12 (pp3) par18	44.384326	
par12 (pp3) par113	44.384326	
par18 (pp3) par113	44.384326	
par12 (pp3) par18	44.816133	
par12 (pp3) par114	44.816133	
par18 (pp3) par114	44.816133	
par12 (pp3) par19	57.143132	
par12 (pp3) par113	57.143132	
par19 (pp3) par113	57.143132	
par12 (pp3) par19	56.652239	
par12 (pp3) par114	56.652239	
par19 (pp3) par114	56.652239	
par12 (pp3) par32	29.5454	
par12 (pp3) par33	29.5454	
par32 (pp3) par33	29.5454	
par12 (pp3) par32	22.420011	
par12 (pp3) par34	22.420011	
par32 (pp3) par34	22.420011	
par12 (pp3) par32	29.324282	
par12 (pp3) par35	29.324282	
par32 (pp3) par35	29.324282	
par12 (pp3) par43	20.043547	
par12 (pp3) par44	20.043547	
par43 (pp3) par44	20.043547	
par12 (pp3) par43	20.131492	
par12 (pp3) par108	20.131492	
par43 (pp3) par108	20.131492	
par12 (pp3) par45	21.967873	
par12 (pp3) par50	21.967873	
par45 (pp3) par50	21.967873	
par12 (pp3) par51	20.491478	
par12 (pp3) par58	20.491478	
par51 (pp3) par58	20.491478	
par12 (pp3) par58	21.306056	
par12 (pp3) par91	21.306056	
par58 (pp3) par91	21.306056	
par12 (pp3) par69	21.502808	
par12 (pp3) par70	21.502808	
par69 (pp3) par70	21.502808	
par12 (pp3) par94	37.852256	
par12 (pp3) par113	37.852256	
par94 (pp3) par113	37.852256	
par12 (pp3) par94	38.434855	
par12 (pp3) par114	38.434855	
par94 (pp3) par114	38.434855	
par12 (pp3) par96	44.584137	
par12 (pp3) par113	44.584137	
par96 (pp3) par113	44.584137	
par12 (pp3) par96	45.021624	
par12 (pp3) par114	45.021624	
par96 (pp3) par114	45.021624	
par13 (pp3) par14	24.943898	
par13 (pp3) par52	24.943898	
par14 (pp3) par52	24.943898	
par13 (pp3) par14	33.036919	
par13 (pp3) par95	33.036919	
par14 (pp3) par95	33.036919	
par13 (pp3) par16	24.930851	
par13 (pp3) par52	24.930851	
par16 (pp3) par52	24.930851	
par13 (pp3) par16	33.120454	
par13 (pp3) par95	33.120454	
par16 (pp3) par95	33.120454	
par13 (pp3) par32	21.45767	
par13 (pp3) par33	21.45767	
par32 (pp3) par33	21.45767	
par13 (pp3) par32	21.252545	
par13 (pp3) par35	21.252545	
par32 (pp3) par35	21.252545	
par13 (pp3) par43	20.637255	
par13 (pp3) par44	20.637255	
par43 (pp3) par44	20.637255	
par13 (pp3) par43	20.721111	
par13 (pp3) par108	20.721111	
par43 (pp3) par108	20.721111	
par13 (pp3) par45	22.861016	
par13 (pp3) par50	22.861016	
par45 (pp3) par50	22.861016	
par13 (pp3) par69	22.669534	
par13 (pp3) par70	22.669534	
par69 (pp3) par70	22.669534	
par14 (pp3) par15	25.484735	
par14 (pp3) par95	25.484735	
par15 (pp3) par95	25.484735	
par14 (pp3) par32	21.483572	
par14 (pp3) par33	21.483572	
par32 (pp3) par33	21.483572	
par14 (pp3) par32	21.260572	
par14 (pp3) par35	21.260572	
par32 (pp3) par35	21.260572	
par14 (pp3) par45	21.793955	
par14 (pp3) par50	21.793955	
par45 (pp3) par50	21.793955	
par14 (pp3) par69	21.634129	
par14 (pp3) par70	21.634129	
par69 (pp3) par70	21.634129	
par15 (pp3) par16	25.537053	
par15 (pp3) par95	25.537053	
par16 (pp3) par95	25.537053	
par15 (pp3) par32	21.420813	
par15 (pp3) par33	21.420813	
par32 (pp3) par33	21.420813	
par15 (pp3) par32	21.221623	
par15 (pp3) par35	21.221623	
par32 (pp3) par35	21.221623	
par15 (pp3) par43	20.937174	
par15 (pp3) par44	20.937174	
par43 (pp3) par44	20.937174	
par15 (pp3) par43	21.022386	
par15 (pp3) par108	21.022386	
par43 (pp3) par108	21.022386	
par15 (pp3) par45	23.237633	
par15 (pp3) par50	23.237633	
par45 (pp3) par50	23.237633	
par15 (pp3) par69	23.031035	
par15 (pp3) par70	23.031035	
par69 (pp3) par70	23.031035	
par16 (pp3) par32	21.475475	
par16 (pp3) par33	21.475475	
par32 (pp3) par33	21.475475	
par16 (pp3) par32	21.252746	
par16 (pp3) par35	21.252746	
par32 (pp3) par35	21.252746	
par16 (pp3) par45	21.796007	
par16 (pp3) par50	21.796007	
par45 (pp3) par50	21.796007	
par16 (pp3) par69	21.635979	
par16 (pp3) par70	21.635979	
par69 (pp3) par70	21.635979	
par17 (pp3) par20	639.88513	
par17 (pp3) par21	639.88513	
par20 (pp3) par21	639.88513	
par17 (pp3) par20	21.994665	
par17 (pp3) par52	21.994665	
par20 (pp3) par52	21.994665	
par17 (pp3) par20	574.45749	
par17 (pp3) par95	574.45749	
par20 (pp3) par95	574.45749	
par17 (pp3) par21	631.03703	
par17 (pp3) par93	631.03703	
par21 (pp3) par93	631.03703	
par17 (pp3) par21	204.62719	
par17 (pp3) par95	204.62719	
par21 (pp3) par95	204.62719	
par17 (pp3) par32	26.523871	
par17 (pp3) par33	26.523871	
par32 (pp3) par33	26.523871	
par17 (pp3) par32	20.13043	
par17 (pp3) par34	20.13043	
par32 (pp3) par34	20.13043	
par17 (pp3) par32	26.261492	
par17 (pp3) par35	26.261492	
par32 (pp3) par35	26.261492	
par17 (pp3) par43	20.852367	
par17 (pp3) par44	20.852367	
par43 (pp3) par44	20.852367	
par17 (pp3) par43	20.93562	
par17 (pp3) par108	20.93562	
par43 (pp3) par108	20.93562	
par17 (pp3) par45	23.042703	
par17 (pp3) par50	23.042703	
par45 (pp3) par50	23.042703	
par17 (pp3) par52	22.05105	
par17 (pp3) par93	22.05105	
par52 (pp3) par93	22.05105	
par17 (pp3) par69	22.804296	
par17 (pp3) par70	22.804296	
par69 (pp3) par70	22.804296	
par17 (pp3) par76	20.505536	
par17 (pp3) par85	20.505536	
par76 (pp3) par85	20.505536	
par17 (pp3) par76	20.78466	
par17 (pp3) par86	20.78466	
par76 (pp3) par86	20.78466	
par17 (pp3) par76	20.857792	
par17 (pp3) par87	20.857792	
par76 (pp3) par87	20.857792	
par17 (pp3) par76	20.519059	
par17 (pp3) par88	20.519059	
par76 (pp3) par88	20.519059	
par17 (pp3) par77	20.442687	
par17 (pp3) par85	20.442687	
par77 (pp3) par85	20.442687	
par17 (pp3) par77	20.731287	
par17 (pp3) par86	20.731287	
par77 (pp3) par86	20.731287	
par17 (pp3) par77	20.803918	
par17 (pp3) par87	20.803918	
par77 (pp3) par87	20.803918	
par17 (pp3) par77	20.458023	
par17 (pp3) par88	20.458023	
par77 (pp3) par88	20.458023	
par17 (pp3) par78	20.408532	
par17 (pp3) par85	20.408532	
par78 (pp3) par85	20.408532	
par17 (pp3) par78	20.712893	
par17 (pp3) par86	20.712893	
par78 (pp3) par86	20.712893	
par17 (pp3) par78	20.784331	
par17 (pp3) par87	20.784331	
par78 (pp3) par87	20.784331	
par17 (pp3) par78	20.4271	
par17 (pp3) par88	20.4271	
par78 (pp3) par88	20.4271	
par17 (pp3) par79	20.904532	
par17 (pp3) par85	20.904532	
par79 (pp3) par85	20.904532	
par17 (pp3) par79	20.798271	
par17 (pp3) par86	20.798271	
par79 (pp3) par86	20.798271	
par17 (pp3) par79	20.881363	
par17 (pp3) par87	20.881363	
par79 (pp3) par87	20.881363	
par17 (pp3) par79	20.84648	
par17 (pp3) par88	20.84648	
par79 (pp3) par88	20.84648	
par17 (pp3) par81	20.67763	
par17 (pp3) par85	20.67763	
par81 (pp3) par85	20.67763	
par17 (pp3) par81	20.924835	
par17 (pp3) par86	20.924835	
par81 (pp3) par86	20.924835	
par17 (pp3) par81	20.999411	
par17 (pp3) par87	20.999411	
par81 (pp3) par87	20.999411	
par17 (pp3) par81	20.68513	
par17 (pp3) par88	20.68513	
par81 (pp3) par88	20.68513	
par17 (pp3) par82	20.608975	
par17 (pp3) par85	20.608975	
par82 (pp3) par85	20.608975	
par17 (pp3) par82	20.868138	
par17 (pp3) par86	20.868138	
par82 (pp3) par86	20.868138	
par17 (pp3) par82	20.942185	
par17 (pp3) par87	20.942185	
par82 (pp3) par87	20.942185	
par17 (pp3) par82	20.618725	
par17 (pp3) par88	20.618725	
par82 (pp3) par88	20.618725	
par17 (pp3) par83	21.066423	
par17 (pp3) par85	21.066423	
par83 (pp3) par85	21.066423	
par17 (pp3) par83	20.965233	
par17 (pp3) par86	20.965233	
par83 (pp3) par86	20.965233	
par17 (pp3) par83	21.047325	
par17 (pp3) par87	21.047325	
par83 (pp3) par87	21.047325	
par17 (pp3) par83	21.009908	
par17 (pp3) par88	21.009908	
par83 (pp3) par88	21.009908	
par17 (pp3) par84	21.224966	
par17 (pp3) par85	21.224966	
par84 (pp3) par85	21.224966	
par17 (pp3) par84	21.237231	
par17 (pp3) par86	21.237231	
par84 (pp3) par86	21.237231	
par17 (pp3) par84	21.317395	
par17 (pp3) par87	21.317395	
par84 (pp3) par87	21.317395	
par17 (pp3) par84	21.189519	
par17 (pp3) par88	21.189519	
par84 (pp3) par88	21.189519	
par17 (pp3) par93	582.3816	
par17 (pp3) par95	582.3816	
par93 (pp3) par95	582.3816	
par18 (pp3) par20	547.60495	
par18 (pp3) par21	547.60495	
par20 (pp3) par21	547.60495	
par18 (pp3) par20	32.872685	
par18 (pp3) par52	32.872685	
par20 (pp3) par52	32.872685	
par18 (pp3) par20	20.726686	
par18 (pp3) par92	20.726686	
par20 (pp3) par92	20.726686	
par18 (pp3) par20	2234.9776	
par18 (pp3) par95	2234.9776	
par20 (pp3) par95	2234.9776	
par18 (pp3) par21	539.75819	
par18 (pp3) par93	539.75819	
par21 (pp3) par93	539.75819	
par18 (pp3) par21	165.33341	
par18 (pp3) par95	165.33341	
par21 (pp3) par95	165.33341	
par18 (pp3) par32	27.467104	
par18 (pp3) par33	27.467104	
par32 (pp3) par33	27.467104	
par18 (pp3) par32	20.840103	
par18 (pp3) par34	20.840103	
par32 (pp3) par34	20.840103	
par18 (pp3) par32	27.224353	
par18 (pp3) par35	27.224353	
par32 (pp3) par35	27.224353	
par18 (pp3) par43	21.229147	
par18 (pp3) par44	21.229147	
par43 (pp3) par44	21.229147	
par18 (pp3) par43	21.314953	
par18 (pp3) par108	21.314953	
par43 (pp3) par108	21.314953	
par18 (pp3) par45	23.530034	
par18 (pp3) par50	23.530034	
par45 (pp3) par50	23.530034	
par18 (pp3) par51	20.710114	
par18 (pp3) par58	20.710114	
par51 (pp3) par58	20.710114	
par18 (pp3) par52	33.001375	
par18 (pp3) par93	33.001375	
par52 (pp3) par93	33.001375	
par18 (pp3) par58	21.632347	
par18 (pp3) par91	21.632347	
par58 (pp3) par91	21.632347	
par18 (pp3) par69	23.240506	
par18 (pp3) par70	23.240506	
par69 (pp3) par70	23.240506	
par18 (pp3) par75	20.106723	
par18 (pp3) par85	20.106723	
par75 (pp3) par85	20.106723	
par18 (pp3) par75	20.428935	
par18 (pp3) par86	20.428935	
par75 (pp3) par86	20.428935	
par18 (pp3) par75	20.51465	
par18 (pp3) par87	20.51465	
par75 (pp3) par87	20.51465	
par18 (pp3) par75	20.119923	
par18 (pp3) par88	20.119923	
par75 (pp3) par88	20.119923	
par18 (pp3) par76	21.123719	
par18 (pp3) par85	21.123719	
par76 (pp3) par85	21.123719	
par18 (pp3) par76	20.940649	
par18 (pp3) par86	20.940649	
par76 (pp3) par86	20.940649	
par18 (pp3) par76	21.034369	
par18 (pp3) par87	21.034369	
par76 (pp3) par87	21.034369	
par18 (pp3) par76	21.045679	
par18 (pp3) par88	21.045679	
par76 (pp3) par88	21.045679	
par18 (pp3) par77	21.141949	
par18 (pp3) par85	21.141949	
par77 (pp3) par85	21.141949	
par18 (pp3) par77	20.969657	
par18 (pp3) par86	20.969657	
par77 (pp3) par86	20.969657	
par18 (pp3) par77	21.063821	
par18 (pp3) par87	21.063821	
par77 (pp3) par87	21.063821	
par18 (pp3) par77	21.06561	
par18 (pp3) par88	21.06561	
par77 (pp3) par88	21.06561	
par18 (pp3) par78	21.214698	
par18 (pp3) par85	21.214698	
par78 (pp3) par85	21.214698	
par18 (pp3) par78	21.057026	
par18 (pp3) par86	21.057026	
par78 (pp3) par86	21.057026	
par18 (pp3) par78	21.15134	
par18 (pp3) par87	21.15134	
par78 (pp3) par87	21.15134	
par18 (pp3) par78	21.140931	
par18 (pp3) par88	21.140931	
par78 (pp3) par88	21.140931	
par18 (pp3) par81	21.038875	
par18 (pp3) par85	21.038875	
par81 (pp3) par85	21.038875	
par18 (pp3) par81	20.823218	
par18 (pp3) par86	20.823218	
par81 (pp3) par86	20.823218	
par18 (pp3) par81	20.915344	
par18 (pp3) par87	20.915344	
par81 (pp3) par87	20.915344	
par18 (pp3) par81	20.955793	
par18 (pp3) par88	20.955793	
par81 (pp3) par88	20.955793	
par18 (pp3) par82	21.067538	
par18 (pp3) par85	21.067538	
par82 (pp3) par85	21.067538	
par18 (pp3) par82	20.864036	
par18 (pp3) par86	20.864036	
par82 (pp3) par86	20.864036	
par18 (pp3) par82	20.956772	
par18 (pp3) par87	20.956772	
par82 (pp3) par87	20.956772	
